/data/SuiteSparse_triangular_new/F2.csr,71505,2682895,37.52,0.54,63.90,0.77
/data/SuiteSparse_triangular_new/FEM_3D_thermal1.csr,17880,224310,12.55,0.25,34.45,0.60
/data/SuiteSparse_triangular_new/FEM_3D_thermal2.csr,147900,1818600,12.30,0.20,39.37,0.62
/data/SuiteSparse_triangular_new/Fault_639.csr,638802,14626683,22.90,0.21,143.16,0.46
/data/SuiteSparse_triangular_new/Flan_1565.csr,1564794,59485419,38.01,0.16,200.46,0.65
/data/SuiteSparse_triangular_new/Franz11.csr,47104,312965,6.64,0.26,1427.39,1.56
/data/SuiteSparse_triangular_new/Freescale1.csr,3428755,11901587,3.47,0.76,12559.54,6.41
/data/SuiteSparse_triangular_new/FullChip.csr,2987012,14804570,4.96,0.38,9219.17,5.87
/data/SuiteSparse_triangular_new/G2_circuit.csr,150102,438388,2.92,0.18,204.78,0.52
/data/SuiteSparse_triangular_new/G3_circuit.csr,1585478,4623152,2.92,0.18,611.21,0.61
/data/SuiteSparse_triangular_new/GL7d17.csr,1548650,25719444,16.61,0.19,13236.33,1.83
/data/SuiteSparse_triangular_new/GL7d18.csr,1955309,31460974,16.09,0.25,12297.54,1.16
/data/SuiteSparse_triangular_new/GL7d19.csr,1911130,22689557,11.87,0.30,9414.43,0.76
/data/SuiteSparse_triangular_new/GL7d20.csr,1437547,10601267,7.37,0.61,9914.12,0.95
/data/SuiteSparse_triangular_new/GL7d21.csr,822922,4156287,5.05,1.13,7989.53,1.22
/data/SuiteSparse_triangular_new/GL7d22.csr,349443,1332516,3.81,1.81,4853.38,1.71
/data/SuiteSparse_triangular_new/GL7d23.csr,105054,334410,3.18,2.45,2501.29,2.74
/data/SuiteSparse_triangular_new/GT01R.csr,7980,220214,27.60,0.31,14.25,0.46
/data/SuiteSparse_triangular_new/G_n_pin_pout.csr,100000,601198,6.01,0.51,150.38,1.17
/data/SuiteSparse_triangular_new/Ga10As10H30.csr,113081,3114357,27.54,1.73,1.02,0.97
/data/SuiteSparse_triangular_new/Ga19As19H42.csr,133123,4508981,33.87,1.77,1.02,0.99
/data/SuiteSparse_triangular_new/Ga3As3H12.csr,61349,3016148,49.16,2.65,1.03,0.90
/data/SuiteSparse_triangular_new/Ga41As41H72.csr,268096,9378286,34.98,1.74,1.02,1.09
/data/SuiteSparse_triangular_new/GaAsH6.csr,61349,1721579,28.06,2.78,1.03,0.90
/data/SuiteSparse_triangular_new/Ge87H76.csr,112985,4002590,35.43,1.43,1.02,0.96
/data/SuiteSparse_triangular_new/Ge99H100.csr,112985,4282190,37.90,1.41,1.02,0.96
/data/SuiteSparse_triangular_new/Geo_1438.csr,1437960,32297325,22.46,0.20,246.94,0.94
/data/SuiteSparse_triangular_new/H2O.csr,67024,1141880,17.04,0.16,1.02,0.16
/data/SuiteSparse_triangular_new/HEP-th-new.csr,27770,276103,9.94,1.27,151.75,2.70
/data/SuiteSparse_triangular_new/HTC_336_4438.csr,226340,565431,2.50,1.19,37723.33,1.08
/data/SuiteSparse_triangular_new/HTC_336_9129.csr,226340,554881,2.45,1.16,37723.33,1.08
/data/SuiteSparse_triangular_new/HV15R.csr,2017169,141718456,70.26,0.48,51.43,2.79
/data/SuiteSparse_triangular_new/Hamrle3.csr,1447360,3032733,2.10,0.59,111335.38,1.89
/data/SuiteSparse_triangular_new/Hook_1498.csr,1498023,31207734,20.83,0.27,95.92,0.91
/data/SuiteSparse_triangular_new/IG5-17.csr,30162,105910,3.51,2.55,520.03,6.32
/data/SuiteSparse_triangular_new/IG5-18.csr,47894,307035,6.41,2.37,405.88,8.25
/data/SuiteSparse_triangular_new/IMDB.csr,428440,1272922,2.97,1.62,25202.35,2.10
/data/SuiteSparse_triangular_new/Ill_Stokes.csr,20896,109361,5.23,0.82,1393.07,0.83
/data/SuiteSparse_triangular_new/JP.csr,87616,7797792,89.00,0.97,407.52,4.41
/data/SuiteSparse_triangular_new/Kuu.csr,7102,173651,24.45,0.47,17.15,0.54
/data/SuiteSparse_triangular_new/LeGresley_87936.csr,87936,337449,3.84,0.67,1542.74,1.99
/data/SuiteSparse_triangular_new/Lin.csr,256000,1011200,3.95,0.06,1292.93,0.75
/data/SuiteSparse_triangular_new/Long_Coup_dt0.csr,1470152,44279572,30.12,0.24,200.08,0.53
/data/SuiteSparse_triangular_new/Long_Coup_dt6.csr,1470152,44279572,30.12,0.24,200.08,0.53
/data/SuiteSparse_triangular_new/M6.csr,3501776,14003712,4.00,0.44,1576.67,12.67
/data/SuiteSparse_triangular_new/ML_Geer.csr,1504002,56191987,37.36,0.13,88.74,0.43
/data/SuiteSparse_triangular_new/ML_Laplace.csr,377002,14033487,37.22,0.14,44.63,0.42
/data/SuiteSparse_triangular_new/Maragal_6.csr,21255,210281,9.89,7.28,269.05,0.88
/data/SuiteSparse_triangular_new/Maragal_7.csr,46845,384968,8.22,15.98,1338.43,1.51
/data/SuiteSparse_triangular_new/Maragal_8.csr,33212,391069,11.77,4.09,503.21,1.55
/data/SuiteSparse_triangular_new/NACA0015.csr,1039183,4154001,4.00,0.44,432.27,13.35
/data/SuiteSparse_triangular_new/NLR.csr,4163763,16651739,4.00,0.44,1504.79,14.05
/data/SuiteSparse_triangular_new/Na5.csr,5832,155731,26.70,1.32,1.06,0.65
/data/SuiteSparse_triangular_new/NotreDame_actors.csr,392400,1415031,3.61,1.59,6228.57,0.67
/data/SuiteSparse_triangular_new/NotreDame_www.csr,325729,783757,2.41,1.29,1184.47,10.92
/data/SuiteSparse_triangular_new/OPF_10000.csr,43887,255799,5.83,0.96,1329.91,1.85
/data/SuiteSparse_triangular_new/OPF_6000.csr,29902,166160,5.56,1.03,1107.48,1.66
/data/SuiteSparse_triangular_new/PR02R.csr,161070,4174236,25.92,0.37,56.75,0.41
/data/SuiteSparse_triangular_new/Pres_Poisson.csr,14822,365313,24.65,0.49,7.99,1.49
/data/SuiteSparse_triangular_new/RM07R.csr,381689,18948609,49.64,0.81,144.14,14.70
/data/SuiteSparse_triangular_new/Raj1.csr,263743,783512,2.97,0.33,1238.23,4.28
/data/SuiteSparse_triangular_new/Reuters911.csr,13332,161370,12.10,3.53,58.73,3.05
/data/SuiteSparse_triangular_new/Serena.csr,1391349,32961525,23.69,0.29,298.44,0.77
/data/SuiteSparse_triangular_new/Si10H16.csr,17077,446500,26.15,1.37,1.04,0.77
/data/SuiteSparse_triangular_new/Si34H36.csr,97569,2626974,26.92,1.45,1.03,0.94
/data/SuiteSparse_triangular_new/Si41Ge41H72.csr,185639,7598452,40.93,1.79,1.02,1.04
/data/SuiteSparse_triangular_new/Si5H12.csr,19896,379247,19.06,0.95,1.03,0.22
/data/SuiteSparse_triangular_new/Si87H76.csr,240369,5451000,22.68,1.02,1.02,1.08
/data/SuiteSparse_triangular_new/SiNa.csr,5743,102265,17.81,1.05,1.06,0.64
/data/SuiteSparse_triangular_new/SiO.csr,33401,675528,20.22,1.66,1.04,0.86
/data/SuiteSparse_triangular_new/SiO2.csr,155331,5719417,36.82,4.57,1.02,1.03
/data/SuiteSparse_triangular_new/Stanford.csr,281903,1463032,5.19,20.49,5421.21,2.80
/data/SuiteSparse_triangular_new/Stanford_Berkeley.csr,683446,4534722,6.64,27.87,151.94,23.20
/data/SuiteSparse_triangular_new/StocF-1465.csr,1465137,11235263,7.67,0.23,487.73,1.43
/data/SuiteSparse_triangular_new/TF17.csr,38132,162086,4.25,0.95,215.44,4.49
/data/SuiteSparse_triangular_new/TF18.csr,95368,426468,4.47,0.97,512.73,4.28
